practice_id,practice_name,zone,speciality,monetisable_txns
1384318,Spectra Clinic,rajarajeshwarinagar,ENT,3
1150777,Siri Clinic,rajarajeshwarinagar,General Dermatology,3
741849,Sparsha Skin & Hair Clinic,rajarajeshwarinagar,General Dermatology,3
722428,Infinity Health Care and Diagnostics,rajarajeshwarinagar,General Dermatology,3
627936,Dr. Suhasini Maternity And Surgical Centre,rajarajeshwarinagar,General Gynecology,3
1190932,A V Multispeciality Hospital,rajarajeshwarinagar,General Gynecology,3
1467556,Vivek Polyclinic & Eye Hospital,rajarajeshwarinagar,General Gynecology,3
772552,Maruthi Children Care Clinic,rajarajeshwarinagar,General Pediatrics,3
1594830,"Motherhood Clinic – Kanakapura Road, Bangalore",rajarajeshwarinagar,General Pediatrics,3
1168814,SS Sparsh Hospital,rajarajeshwarinagar,General Pediatrics,3
722428,Infinity Health Care and Diagnostics,rajarajeshwarinagar,General Pediatrics,3
1289988,Ashok Clinic,rajarajeshwarinagar,General Physician,3
850344,Max Cure Specialty Clinic,rajarajeshwarinagar,General Psychiatry,3
1168411,Infinity Sexual Health Center,rajarajeshwarinagar,General Psychiatry,3
1453884,Manju Mind and Bone Care Clinic,rajarajeshwarinagar,General Psychiatry,3
1111950,Hahnemann's Homoeo Clinic,rajarajeshwarinagar,Homeopathy,3
722428,Infinity Health Care and Diagnostics,rajarajeshwarinagar,Neurologist,3
684768,Shreya Hospital,rajarajeshwarinagar,Neurologist,3
1592926,Nano Hospitals Uttarahalli,rajarajeshwarinagar,Neurologist,3
1595649,Nandi hospital Kengeri,rajarajeshwarinagar,Oncologist,3
1049895,Susheel Orthopaedic Centre,rajarajeshwarinagar,Orthopaedics,3
2078474,Care All Hospital,rajarajeshwarinagar,Orthopaedics,3
1067565,HnR Diagnostics,rajarajeshwarinagar,Urologist,3
664585,Gleneagles Hospitals,rajarajeshwarinagar,Urologist,3
1714912,Niyamit Health Diagnostics and Research,ramagondanahalli,General Physician,3
2095885,Apollo Clinic,sarjapur,General Psychiatry,3
1407877,Spandana Heart and Super Speciality Hospital,sarjapura,Cardiologist,3
1453440,Sunkris Dental,sarjapura,General Dentistry,3
1210013,smile ever dental clinic & helath zone,sarjapura,General Pediatrics,3
850284,Smile Ever Dental Clinic & Health Zone,sarjapura,Physiotherapist,3
1391041,Apex Hospital,sathanur,General Pediatrics,3
1362939,Kirunage Dental Care,t dasarahalli,General Dentistry,3
1316044,Samruddhi Health Care and Women's Clinic,t dasarahalli,General Gynecology,3
1596198,Ashwini Clinic,t dasarahalli,General Pediatrics,3
1429335,Nikhil Nethralaya,t dasarahalli,General Physician,3
1454602,Holistic homeopathic clinic and wellness center,t dasarahalli,Homeopathy,3
1235180,Prakriya Hospitals,t dasarahalli,Neurologist,3
1133773,RHEA CLINIC,t dasarahalli,Orthopaedics,3
742930,Sapthagiri Hospital,t dasarahalli,Urologist,3
983174,Lotus Advanced Dental Care,thanisandra main road,General Dentistry,3
671135,Bangalore Child Neurology And Rehabilitation Center,vijayanagar,Unknown,3
684915,Varna Nursing Home,vijayanagar,Cardiologist,3
1135733,Sathwik ENT Clinic,vijayanagar,ENT,3
672931,Anichandra Clinic,vijayanagar,ENT,3
1589453,Lakshmi Clinic,vijayanagar,ENT,3
688535,Sri Krishna Clinic,vijayanagar,ENT,3
764561,Venkat Center for Skin and Plastic Surgery,vijayanagar,ENT,3
2096212,Essential Hospital,vijayanagar,ENT,3
878547,Brindhavvan Areion Hospital,vijayanagar,Gastroenterologist,3
1053021,Devagiri Hospital - Powered by Medisync,vijayanagar,Gastroenterologist,3
1137729,Shree Vinayaka Poly Clinic & Prashanth Diagnostics,vijayanagar,Gastroenterologist,3
688827,Kalapatru Ayurvedic Centre,vijayanagar,General Alt Medicine,3
762569,Dhatri Ayurdhama Multispeciality Clinic,vijayanagar,General Alt Medicine,3
671135,Bangalore Child Neurology And Rehabilitation Center,vijayanagar,General Alt Medicine,3
699514,Shushrusha Dental Clinic,vijayanagar,General Dentistry,3
707352,Care 'n' Concern Family Dental Clinic,vijayanagar,General Dentistry,3
1450799,Param’s Dental Multispeciality Clinic,vijayanagar,General Dentistry,3
1428054,Partha Dental  Skin Hair,vijayanagar,General Dentistry,3
1070672,Bhagwan Mahaveer Jain Hospital,vijayanagar,General Dermatology,3
691376,GIA Hospital,vijayanagar,General Dermatology,3
616851,Kusuma Hospital,vijayanagar,General Dermatology,3
1326154,Chirayu Health Care,vijayanagar,General Gynecology,3
665166,Sri Venkateshwara Clinic,vijayanagar,General Gynecology,3
714657,Sri Srinivasa Mother & Children's Clinic,vijayanagar,General Gynecology,3
730640,Suraksha Women Child Care Clinic,vijayanagar,General Gynecology,3
635893,Sri Sharadha Clinic,vijayanagar,General Gynecology,3
616851,Kusuma Hospital,vijayanagar,General Gynecology,3
1422550,Garbhagudi IVF Centre - Nagarabhavi,vijayanagar,General Gynecology,3
1171190,Vijaya Nethralaya,vijayanagar,General Ophthalmology,3
838291,Divyadristhi Eye Hospital,vijayanagar,General Ophthalmology,3
706945,Suhruda Polyclinic,vijayanagar,General Pediatrics,3
671135,Bangalore Child Neurology And Rehabilitation Center,vijayanagar,General Pediatrics,3
687824,AASHRITHA HEALTH CARE,vijayanagar,General Pediatrics,3
757694,Neela Child Care Clinic,vijayanagar,General Pediatrics,3
766654,East Point Hospital,vijayanagar,General Physician,3
2088013,Shree Swasthya Care,vijayanagar,General Physician,3
617406,Diavisita Diabetes & Multispeciality Hospital,vijayanagar,General Physician,3
665166,Sri Venkateshwara Clinic,vijayanagar,General Physician,3
689705,Srushti Health Center,vijayanagar,General Physician,3
1154589,Fortis Hospital,vijayanagar,General Physician,3
1193338,Motherhood Hospital,vijayanagar,General Physician,3
930035,Sagar Hospitals,vijayanagar,General Psychiatry,3
2070655,Sanjeevini Clinic,vijayanagar,General Psychiatry,3
711289,Pragnya Brain Mind Clinic,vijayanagar,General Psychiatry,3
766654,East Point Hospital,vijayanagar,General Surgeon,3
1154589,Fortis Hospital,vijayanagar,General Surgeon,3
1611588,Cloudnine Hospital,vijayanagar,Infertility Specialist,3
1134985,People Tree Hospitals,vijayanagar,Nephrologist,3
930035,Sagar Hospitals,vijayanagar,Nephrologist,3
1302383,Precision Oncology Clinic,vijayanagar,Oncologist,3
637490,The Venlakh Hospital,vijayanagar,Orthopaedics,3
635893,Sri Sharadha Clinic,vijayanagar,Orthopaedics,3
1349061,Sneha Orthopaedic and Gynae Care Centre,vijayanagar,Orthopaedics,3
1111466,The Orthopaedic and Sports Med Clinic,vijayanagar,Orthopaedics,3
1269110,Joshi Hospital,vijayanagar,Orthopaedics,3
1129875,Ranjana Movement & Pain Solutions,vijayanagar,Physiotherapist,3
1295268,Physio X10,vijayanagar,Physiotherapist,3
930035,Sagar Hospitals,vijayanagar,Urologist,3
691376,GIA Hospital,vijayanagar,Urologist,3
1457898,Dasaratha Speciality Clinic & Bavi Cardio Derma Care,whitefield,Cardiologist,3
1154591,RxDx Healthcare,whitefield,Cardiologist,3
1154591,RxDx Healthcare,whitefield,Cosmetic/Plastic Surgeon,3
723430,Swasthya Nutrition,whitefield,Dietitian,3
1716810,Stepcare,whitefield,Dietitian,3
740086,RxDx - Healthcare,whitefield,ENT,3
1219770,RxDx Healthcare,whitefield,Gastroenterologist,3
1158228,Shathayu Ayurveda Clinic,whitefield,General Alt Medicine,3
648970,True Smile,whitefield,General Dentistry,3
674652,Dental Wellness,whitefield,General Dentistry,3
917786,Sai Dental Care Centre,whitefield,General Dentistry,3
1194251,Aspire Dental Clinic,whitefield,General Dentistry,3
1264330,Sabka Dentist,whitefield,General Dentistry,3
1191979,Dr. Batra Dental Care,whitefield,General Dentistry,3
1257637,Satatam Smiles,whitefield,General Dentistry,3
1281972,Affable Dental,whitefield,General Dentistry,3
1341392,Dental Square,whitefield,General Dentistry,3
1427918,Partha Dental  Skin Hair,whitefield,General Dentistry,3
1463795,Skyline Dental Multispeciality And Aesthetic Centre,whitefield,General Dentistry,3
1467243,Infinity Health Care,whitefield,General Dentistry,3
1154591,RxDx Healthcare,whitefield,General Dermatology,3
662738,Brookefield Hospital,whitefield,General Dermatology,3
1593374,Whitefield Hospitals,whitefield,General Dermatology,3
1452194,Cloudnine Fertility,whitefield,General Gynecology,3
1472931,Currex Hospital,whitefield,General Gynecology,3
740086,RxDx - Healthcare,whitefield,General Gynecology,3
2095717,Vamsa Fertility,whitefield,General Gynecology,3
1365225,Shree Janani Women Wellness Clinic,whitefield,General Gynecology,3
1525893,Aria Multispeciality Clinic,whitefield,General Gynecology,3
1425919,Janani Women's Care,whitefield,General Gynecology,3
1154591,RxDx Healthcare,whitefield,General Ophthalmology,3
1716810,Stepcare,whitefield,General Pediatrics,3
1136875,Dhatri Health Care,whitefield,General Physician,3
661893,Pushpa Nursing Home,whitefield,General Physician,3
1258032,Humain Health,whitefield,General Physician,3
1147740,Nationwide Family Doctors,whitefield,General Psychiatry,3
1257637,Satatam Smiles,whitefield,General Psychiatry,3
2178539,Wings Within,whitefield,General Psychiatry,3
1455306,Docube Health Care,whitefield,General Surgeon,3
1472931,Currex Hospital,whitefield,General Surgeon,3
1154591,RxDx Healthcare,whitefield,Homeopathy,3
1120602,Soni Homeopathy & Wellness Center,whitefield,Homeopathy,3
1159397,Aaxis Hospitals,whitefield,Neurologist,3
756793,Rise And Shine,whitefield,Occupational Therapist,3
1472931,Currex Hospital,whitefield,Orthopaedics,3
1133202,Dr. Krishnan's Orthopaedic Centre,whitefield,Orthopaedics,3
740086,RxDx - Healthcare,whitefield,Orthopaedics,3
1378817,Miracle Hospital,whitefield,Orthopaedics,3
696775,Beracah Oasis Physiotheraphy Clinic,whitefield,Physiotherapist,3
1122720,Aegis Medicare Multi-Speciality Clinic & Diagnostics,whitefield,Physiotherapist,3
1389897,Insync Physiotherapy & Rehabilitation,whitefield,Physiotherapist,3
2086739,Stance Health,whitefield,Physiotherapist,3
702709,Apollo Medical Centre,whitefield,Pulmonologist,3
1606687,Apollo Clinic Kadugodi,whitefield,Radiology,3
1472931,Currex Hospital,whitefield,Urologist,3
1139029,Orthocare,whitefield,Urologist,3
639004,Derma Care,yelahanka,Unknown,3
711837,Sun Clinic,yelahanka,Cosmetic/Plastic Surgeon,3
776751,Sai Manohar Polyclinic,yelahanka,ENT,3
1713994,Ashwini Hospital,yelahanka,ENT,3
2092517,Tvarita Ayurveda Clinic,yelahanka,General Alt Medicine,3
692510,Perfect Dental Care,yelahanka,General Dentistry,3
696081,Sri Keshav Multispecality Dental Clinic,yelahanka,General Dentistry,3
637249,Dental Concerns Dental & Orthodontic  Centre,yelahanka,General Dentistry,3
2087419,Orthosquare Multispeciality Dental Clinic,yelahanka,General Dentistry,3
1322193,Danta Vinyas Dental & Orthodontic Clinic,yelahanka,General Dentistry,3
1209480,Derma Clinic,yelahanka,General Dermatology,3
1418437,"Cosmeto Care Skin, Hair and Aesthetic Clinic",yelahanka,General Dermatology,3
709140,Srividya Clinic,yelahanka,General Gynecology,3
1606301,Chaitanya Medical Centre,yelahanka,General Gynecology,3
1713994,Ashwini Hospital,yelahanka,General Gynecology,3
1473446,Archish Fertility & IVF,yelahanka,General Gynecology,3
723215,Sham’s Child And Adult Care,yelahanka,General Pediatrics,3
1176714,Jayanthi Mothers & Child Health Care Centre,yelahanka,General Pediatrics,3
1285384,Kushi Hospital,yelahanka,General Pediatrics,3
1241754,KV Care Medical And Dental Clinic,yelahanka,General Physician,3
1426691,Praana Multi Speciality and Fertility Center,yelahanka,General Physician,3
691530,Metro Health,yelahanka,General Physician,3
813752,I AIM Health Care,yelahanka,General Physician,3
709912,Krishna Clinic,yelahanka,General Psychiatry,3
1273023,Manvitha Neuropsychiatry Center,yelahanka,General Psychiatry,3
1587937,Peoples Tree Hospital,yelahanka,General Psychiatry,3
1196526,Life Care,yelahanka,General Psychiatry,3
1384567,Priyanka Health Care,yelahanka,General Psychiatry,3
730890,Motherhood Hospital,yelahanka,General Surgeon,3
1147512,Neha Prakash Hospital,yelahanka,General Surgeon,3
1593698,"Aster Cmi Hospital, Bangalore",yelahanka,General Surgeon,3
1397105,Apollo Clinic,yelahanka,General Surgeon,3
1397148,Dr Uday Ravi Surgical Center,yelahanka,General Surgeon,3
1361772,Cloudnine Hospitals - Sahakarnagar,yelahanka,Infertility Specialist,3
1164091,Navachethana Hospital,yelahanka,Neurologist,3
1594985,"Aster Clinic, Yelahanka",yelahanka,Neurologist,3
1593698,"Aster Cmi Hospital, Bangalore",yelahanka,Neurologist,3
1274643,Arka Hospital,yelahanka,Neurologist,3
1136698,Aveksha Hospital,yelahanka,Neurologist,3
1314095,Avighna Speciality Clinic,yelahanka,Oncologist,3
1459331,Akshaya Medical Centre,yelahanka,Oncologist,3
723215,Sham’s Child And Adult Care,yelahanka,Orthopaedics,3
1283483,Sunshine Healthcare,yelahanka,Orthopaedics,3
1603815,Niva Orthopaedics,yelahanka,Orthopaedics,3
1191437,Sri Raghavendra physiotherapy centre,yelahanka,Physiotherapist,3
1133733,Physio Care Physiotherapy Clinic,yelahanka,Physiotherapist,3
1260207,Dr.Nice Physiotherapy Centre,yelahanka,Physiotherapist,3
1274643,Arka Hospital,yelahanka,Urologist,3
759345,Arunodaya Children's Clinic,anchepalya,General Pediatrics,2
2093038,Ashraya Hospital,anjanapura 2nd block,General Alt Medicine,2
1587222,"Oncology International Hospital, Jp Nagar, Bangalore",annaiah reddy layout,Oncologist,2
1141564,Lakshy Ayurcare Ayurveda Hospital,attiguppe,General Alt Medicine,2
1466838,Aarvi Dental Care,attiguppe,General Dentistry,2
1257526,Anoop's Dental Care And Implant Centre,bagalur,General Dentistry,2
1590099,SARALAYA HOSPITALS Pvt. Ltd.,bagalur,Nephrologist,2
2083010,Oncoderma Centre,bagalur,Oncologist,2
692525,Preethi ENT Clinic,basavanagudi,ENT,2
1173690,Rangadore Memorial Hospital,basavanagudi,ENT,2
1334302,Victoria Hospital,basavanagudi,ENT,2
1344268,Pain Cure Center,basavanagudi,General Alt Medicine,2
650111,Adarsha Dental and Maxillo Facial Rehabilitation Center,basavanagudi,General Dentistry,2
687826,Dental Care Clinic,basavanagudi,General Dentistry,2
850360,Raj Kumar's Dental And Implant Centre,basavanagudi,General Dentistry,2
731458,P N Dental Care,basavanagudi,General Dentistry,2
1069284,South Side Dental.,basavanagudi,General Dentistry,2
1324379,"VK Dental Care, The Maxillofacial Surgery and Dental Implant Center",basavanagudi,General Dentistry,2
1309836,Lions Dental Clinic,basavanagudi,General Dentistry,2
639030,Minerva Skin Clinic,basavanagudi,General Dermatology,2
630270,Misk Skin & Hair Clinic,basavanagudi,General Dermatology,2
681894,Karthik Netralaya Eye Hospital,basavanagudi,General Ophthalmology,2
1291947,Ashwini Medical Speciality Center & Lab,basavanagudi,General Pediatrics,2
666159,Childern's Clinic,basavanagudi,General Pediatrics,2
1130063,Bharathi Nursing Home,basavanagudi,General Pediatrics,2
636594,Sri Ranganatha Clinic,basavanagudi,General Physician,2
665320,Megha Clinic,basavanagudi,General Physician,2
681894,Karthik Netralaya Eye Hospital,basavanagudi,General Physician,2
1219286,Medcare Hospital,basavanagudi,General Physician,2
850159,The Bangalore Hospital,basavanagudi,General Physician,2
662175,Abhaya Hospital,basavanagudi,General Physician,2
1464596,Titli Breast Care Center,basavanagudi,General Physician,2
1586182,Shekhar Hospital,basavanagudi,General Psychiatry,2
1122105,Agadi Hospital,basavanagudi,General Psychiatry,2
930034,Sagar Chandramma Hospitals,basavanagudi,General Surgeon,2
1334302,Victoria Hospital,basavanagudi,General Surgeon,2
667148,South City Hospital,basavanagudi,General Surgeon,2
674033,M.G Speciality Health Care,basavanagudi,General Surgeon,2
2092441,Re-Live Homoeo Care,basavanagudi,Homeopathy,2
1219286,Medcare Hospital,basavanagudi,Neurologist,2
630348,Kempegowda Hospital,basavanagudi,Neurologist,2
787104,Consultant Nuclear Medicine,basavanagudi,Nuclear Medicine Physician,2
681387,Sri Shankara Cancer Hospital and Research Centre,basavanagudi,Nuclear Medicine Physician,2
1173689,Sri Shankara Cancer Hospital and Research Centre,basavanagudi,Oncologist,2
674033,M.G Speciality Health Care,basavanagudi,Oncologist,2
930034,Sagar Chandramma Hospitals,basavanagudi,Orthopaedics,2
665010,Sushrutha,basavanagudi,Orthopaedics,2
706289,Parijma Neurodiagnostic & Rehabilitation Centre,basavanagudi,Physiotherapist,2
1334302,Victoria Hospital,basavanagudi,Pulmonologist,2
712368,Nayak's Speech and Hearing Care,basavanagudi,Speech Therapist,2
681387,Sri Shankara Cancer Hospital and Research Centre,basavanagudi,Urologist,2
1219286,Medcare Hospital,basavanagudi,Urologist,2
1142629,Manjunath Hospital,basavanagudi,Urologist,2
1130063,Bharathi Nursing Home,basavanagudi,Urologist,2
1219286,Medcare Hospital,basavanagudi,Veterinarian,2
1595953,Sagar Hospital,bismillah nagar,General Gynecology,2
1595953,Sagar Hospital,bismillah nagar,General Pediatrics,2
1589936,Bangalore ENT Care Centre,bk nagar,ENT,2
1595430,"Svastha Hospital, Whitefield, Bangalore",byrappa layout,Cardiologist,2
1595430,"Svastha Hospital, Whitefield, Bangalore",byrappa layout,General Surgeon,2
1180842,Sky Medical Corporation,carmelaram,General Dermatology,2
1196503,Dwarakamayi Homeopathy Clinic,carmelaram,Homeopathy,2
1291510,Fetalrad Diagnostics,carmelaram,Radiology,2
1596215,IRA Women's Health,chambenahalli,General Gynecology,2
2082363,Upbeat Dominion,chamundi nagar,General Physician,2
1180789,Sri Sai Multi Speciality Dental Clinic,chandapura,General Dentistry,2
1184331,Sushila Matrutva Clinic,channasandra,General Gynecology,2
1109048,Indra Clinic,channasandra,General Physician,2
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,Cardiologist,2
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,General Gynecology,2
1596200,"Manipal Hospital, Hebbal, Bangalore",chiranjeevi layout,Hematologist,2
2076373,The Radiant Clinic,cmh road,General Dermatology,2
884167,Madhu Ortho And Trauma Centre,dasarahalli,Orthopaedics,2
1571103,Vinayaka Hospital,devarachikkanahalli,Orthopaedics,2
1594999,"Cloudnine Hospital, Horamavu, Bangalore",dodda banaswadi,General Gynecology,2
1593619,L V HOSPITAL,doddaballapura,Orthopaedics,2
1464175,Esthetica Dermadent Dental Clinic & Implant Centre,doddakallasandra,General Dentistry,2
1466897,Aloha Kids Clinic,doddakallasandra,General Pediatrics,2
756122,Sri Mathrushree Clinic,electronics city,Unknown,2
665883,Kidwai Memorial Institute of Oncology,electronics city,Unknown,2
1326375,Neo Health Clinics,electronics city,Cardiologist,2
2078161,Narayana Hrudalaya,electronics city,ENT,2
1122309,Apollo Clinic,electronics city,Gastroenterologist,2
722123,The Perfect Smile MultiSpeciality Dental Clinic,electronics city,General Dentistry,2
